682036.291826444, 682036.437947818, 146.12137398216873
682038.291830498, 682038.41500063, 123.17013193387538
682040.291803119, 682040.41125987, 119.45675103925169
682042.291832121, 682042.410747868, 118.9157470362261
682044.291828083, 682044.414222241, 122.39415803924203
682046.291828692, 682046.414022476, 122.19378398731351
682048.29192219, 682048.413417399, 121.49520905222744
682050.291797551, 682050.413116248, 121.31869699805975
682052.291845085, 682052.413610885, 121.76580005325377
682054.291825929, 682054.412768444, 120.94251508824527
682056.291841804, 682056.410470828, 118.62902389839292
682058.291842132, 682058.415329581, 123.48744901828468
682060.291833241, 682060.413523049, 121.68980797287077
682062.291847247, 682062.414634278, 122.78703099582344
682064.291784648, 682064.412867569, 121.08292104676366
682066.29218805, 682066.413681535, 121.4934850577265
682068.291863403, 682068.420039398, 128.17599496338516
682070.291819767, 682070.413455397, 121.63563002832234
682072.291810757, 682072.412180585, 120.36982795689255
682074.291829109, 682074.412994221, 121.1651120102033
682076.291781622, 682076.409240373, 117.45875095948577
682078.291818055, 682078.409781167, 117.96311207581311
682080.291809259, 682080.420451262, 128.64200305193663
682082.292177542, 682082.412465103, 120.28756097424775
682084.291847832, 682084.41243428, 120.58644799981266
682086.291838752, 682086.409252455, 117.41370300296694
682088.292197414, 682088.412456958, 120.2595439972356
682090.291892903, 682090.412644869, 120.75196590740234
682092.292183513, 682092.412814033, 120.6305199302733
682094.291796821, 682094.42415766, 132.3608389357105
682096.29180361, 682096.412626123, 120.82251301035285
682098.292241736, 682098.414828482, 122.58674600161612
682100.291780537, 682100.412161435, 120.3808980062604
682102.291799968, 682102.409299674, 117.4997059861198
682104.292174826, 682104.412048001, 119.87317493185401
682106.291842736, 682106.412353188, 120.51045207772404
682108.291829681, 682108.41210078, 120.27109903283417
682110.292172621, 682110.412824314, 120.65169296693057
682112.291784821, 682112.41211635, 120.33152906224132
682114.291778854, 682114.411456939, 119.67808497138321
682116.291852355, 682116.409326586, 117.47423105407506
682118.292176295, 682118.412405826, 120.22953107953072
682120.291830867, 682120.411499186, 119.66831900645047
682122.291807238, 682122.412282748, 120.47551001887769
682124.291864183, 682124.417044302, 125.18011895008385
682126.291881222, 682126.426061513, 134.1802909737453
682128.291807471, 682128.411887262, 120.07979105692357
682130.292169853, 682130.409779805, 117.60995199438184
682132.29216404, 682132.408785284, 116.62124400027096
682134.291842937, 682134.412407369, 120.56443199981004
682136.292184173, 682136.414882441, 122.6982680382207
682138.291823406, 682138.411966853, 120.14344695489854
682140.291814127, 682140.414368084, 122.55395704414696
682142.291840794, 682142.412726958, 120.8861640188843
682144.291812093, 682144.409187467, 117.37537395674735
682146.291769559, 682146.412010011, 120.2404520008713
682148.291829831, 682148.414396936, 122.56710499059409
682150.292153559, 682150.40970414, 117.55058099515736
682152.29215112, 682152.409709227, 117.55810701288283
682154.291822607, 682154.412447903, 120.62529590912163
682156.291842371, 682156.412602407, 120.76003605034202
682158.29181862, 682158.410037377, 118.21875697933137
682160.29217393, 682160.417633182, 125.45925204176456
682162.291764577, 682162.425959841, 134.1952639631927
682164.291827059, 682164.414484877, 122.65781802125275
682166.291819438, 682166.412430994, 120.61155599076301
682168.29182066, 682168.41200117, 120.18050998449326
682170.292164916, 682170.41268168, 120.51676400005817
682172.291786285, 682172.412212634, 120.42634899262339
682174.29179868, 682174.423316781, 131.5181009704247
682176.291816305, 682176.412168325, 120.352020021528
682178.29181713, 682178.412694369, 120.87723892182112
682180.291821448, 682180.412375706, 120.5542579991743
682182.291807876, 682182.412819934, 121.0120579926297
682184.291869578, 682184.412468389, 120.59881107416004
682186.291821723, 682186.412458359, 120.63663604203612
682188.292181419, 682188.412926114, 120.74469507206231
682190.29185944, 682190.41222469, 120.3652499243617
682192.291814593, 682192.4202796, 128.46500694286078
682194.29180433, 682194.412430799, 120.62646902631968
682196.29214889, 682196.409666504, 117.51761403866112
682198.291766817, 682198.413315975, 121.54915800783783
682200.291824735, 682200.415771145, 123.94641002174467
Sent msgs: 84
Received msgs: 83
Elapsed_time(s): 166.4069254398346
