682968.779385202, 682968.937957953, 158.5727509809658
682970.779357566, 682970.901399508, 122.04194196965545
682972.779362338, 682972.898158993, 118.79665497690439
682974.779343988, 682974.900235958, 120.89197000022978
682976.779014991, 682976.898944508, 119.9295170372352
682978.77935386, 682978.898017259, 118.66339901462197
682980.779422181, 682980.897843365, 118.42118401546031
682982.779354413, 682982.89743817, 118.08375699911267
682984.779359622, 682984.89880157, 119.44194789975882
682986.778957214, 682986.898809677, 119.85246301628649
682988.779340797, 682988.897320528, 117.97973106149584
682990.779364842, 682990.898079235, 118.71439300011843
682992.779340919, 682992.897573213, 118.23229398578405
682994.77934104, 682994.897437602, 118.09656210243702
682996.778969254, 682996.896789016, 117.81976197380573
682998.779351105, 682998.897138063, 117.78695799876004
683000.779389489, 683000.897708301, 118.31881199032068
683002.779363401, 683002.897729186, 118.36578499060124
683004.778989792, 683004.897189621, 118.19982901215553
683006.778978662, 683006.896679213, 117.70055105444044
683008.779015467, 683008.897076989, 118.06152190547436
683010.779363092, 683010.896714017, 117.35092499293387
683012.779372395, 683012.897049482, 117.67708696424961
683014.779352677, 683014.907038629, 127.68595200031996
683016.779361515, 683016.897535858, 118.17434302065521
683018.778960956, 683018.896559514, 117.59855796117336
683020.778942629, 683020.896346173, 117.40354401990771
683022.77896556, 683022.896437983, 117.47242300771177
683024.779341998, 683024.896684914, 117.34291596803814
683026.779385409, 683026.89652309, 117.13768099434674
683028.779011, 683028.896566381, 117.55538103170693
683030.779365445, 683030.897002528, 117.63708293437958
683032.779335699, 683032.897091654, 117.75595496874303
683034.77935465, 683034.905481967, 126.12731708213687
683036.77937527, 683036.896964346, 117.58907593321055
683038.77933923, 683038.896393939, 117.05470900051296
683040.779379793, 683040.89628866, 116.90886702854186
683042.778984044, 683042.896569683, 117.58563900366426
683044.778938729, 683044.896375231, 117.43650201242417
683046.778971003, 683046.896285697, 117.31469398364425
683048.779354338, 683048.896664904, 117.31056601274759
683050.779360418, 683050.897150084, 117.78966605197638
683052.779431328, 683052.896314005, 116.88267707359046
683054.778967209, 683054.896262397, 117.29518789798021
683056.779338106, 683056.897818782, 118.48067597020417
683058.779365846, 683058.896811281, 117.44543502572924
683060.779352554, 683060.896559681, 117.20712704118341
683062.779281292, 683062.906278753, 126.99746096041054
683064.778956625, 683064.896639225, 117.68259992823005
683066.779372289, 683066.896877997, 117.50570801086724
683068.779349483, 683068.898019811, 118.67032805457711
683070.779349667, 683070.897048859, 117.69919202197343
683072.778997501, 683072.896356158, 117.35865694936365
683074.779371984, 683074.897114895, 117.7429110975936
683076.779380268, 683076.897516726, 118.1364580988884
683078.779161826, 683078.896942195, 117.78036900795996
683080.779349609, 683080.898718432, 119.36882301233709
683082.779328176, 683082.898843114, 119.51493797823787
683084.779343242, 683084.897468133, 118.12489107251167
683086.779355595, 683086.8972485, 117.89290502201766
683088.778983275, 683088.897481348, 118.49807295948267
683090.779011861, 683090.909501229, 130.48936799168587
683092.779352746, 683092.899405723, 120.05297699943185
683094.77894694, 683094.897236322, 118.28938208054751
683096.778977644, 683096.896814144, 117.83649993594736
683098.779358708, 683098.897594423, 118.23571508284658
683100.77894405, 683100.896481772, 117.537721991539
683102.77934668, 683102.896879985, 117.53330496139824
683104.779346631, 683104.89764304, 118.29640902578831
683106.778945343, 683106.896698572, 117.75322898756713
683108.779351256, 683108.896917902, 117.56664607673883
683110.779366932, 683110.896971369, 117.60443705134094
683112.779351733, 683112.897261537, 117.90980398654938
683114.779355701, 683114.899638053, 120.28235208708793
683116.779353562, 683116.897357166, 118.00360400229692
683118.779333151, 683118.897050751, 117.717600078322
683120.779344056, 683120.897406644, 118.06258792057633
683122.779070879, 683122.89697095, 117.90007096715271
683124.779349683, 683124.897099062, 117.74937901645899
683126.778978417, 683126.896678494, 117.70007701124996
683128.779408663, 683128.901486673, 122.07800999749452
683130.778967512, 683130.896795153, 117.8276410792023
683132.778952829, 683132.900680215, 121.72738602384925
Sent msgs: 84
Received msgs: 83
Elapsed_time(s): 166.90583896636963
